method,best,mean,median,std,worst,runs,std_ddof
ga_config_a,0.24022418974150328,0.31638254957186457,0.32034407336543813,0.04321958876049791,0.3833052261772798,20,1
ga_config_b,0.10875203371988817,0.27779740641815065,0.2786654315170277,0.055900441862079625,0.36115379116973373,20,1
random_search,13.096083517156899,27.723106350443537,27.38059035781282,8.248821930290303,40.3172671005114,20,1
